NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -∞
-5.7977671133638449 3.782426357712406 4.8040726894310115 -4.6413159963157113 5.54943445536741 -29.547691870354619 -5.5416243090742157 -3.805868201411144 -10.19074133655195 -4.06383645161439 -1.2057436392432601 -2.9747876255354697 80.972305768016852
-10.238004109295092 8.2604877640048286 2.2584999483123935 -10.500849936776593 13.0033831406414 -19.293026988233983 -0.68422447700168076 2.3778103462233324 -6.6396930930482378 -11.349071256191221 -14.289871683980053 7.1941596448121476 80.4043152196237
-14.003902579456831 1.530712445492028 -1.8255578082684709 -12.543926822969285 7.4160636277917122 -8.262503392463552 11.844098363165196 -4.2113010098684267 -1.7857934397814756 3.3007732319314504 -7.7947968206590978 7.6439886152083769 79.3843875336252
-14.524320202815639 4.6713603416428411 -0.58968300790919514 -13.894583451513165 7.550934893715322 -19.15249868506557 0.62972535582484457 -6.23194564714064 -4.0334856852533605 -3.2050046500267979 -4.9829823888270033 -2.2877806440520643 80.4708095427595
-13.387066695097063 7.98457543573787 1.4992968492093375 -17.931541323707307 9.17898092127354 -10.622103159684769 6.7792931719254712 -0.52073368710828194 -4.5216058261566126 -1.3551203866039916 -10.3453028537097 -1.9868141547951652 81.139930944109111
-14.146304286805842 5.37068357972129 -0.90115570839963188 -16.617134900535284 6.7981845454166212 -12.963602750898829 5.2076072103849231 -6.6398321360788239 -8.4116153221421648 -5.7999786234586264 -13.30351103286783 -3.5373282770449985 79.728994713919363
-14.9400282092414 4.0265860260282684 0.18085372693480964 -11.240508275331434 4.3991298789609621 -14.396294352811363 10.325783517612887 -1.7163855541142505 -4.7809083902726455 -6.9381351138384941 -8.058637555865845 -0.76604495415485507 79.300721628033756
-14.465060460956773 4.5589828727839317 3.0681383746099704 -11.131324561218976 9.4705230062333214 -12.958432593805119 7.3395631709305027 1.4909711674195414 -3.6208776182752507 -6.0812164573778675 -10.646315466834197 -1.002398367406502 79.459387866123123
-14.835182148216845 0.349166481585057 -0.52171713944748754 -13.804390118099555 7.18353908490965 -14.486051065061599 4.7315978128982765 -3.8025603772356482 0.88541617721486976 -1.4083814166582931 -2.6804470213931517 -4.417325578258998 79.16561591639298
-10.425604853361742 -2.2106198712290976 -1.5148632060108638 -12.817664797105339 0.50095988604725561 -23.100664762902202 1.3127321498202968 -6.8546553524746 0.915722040065517 3.1455066087554724 -5.753909911706943 -4.4000834985493649 79.718502081763219
3.1852709477985033 -7.1721230847595541 -3.7790336603545414 -16.756736616519248 -4.676181084347955 -8.3862097582887323 -7.9884026605656393 -12.050599467323064 -2.712759914244371 8.09732858962524 5.088790835176793 -12.264864829054051 86.624041883053934
5.3701913814600433 -10.134318963307994 -5.3419890322303143 -20.966846566497498 -7.3705384535120047 -8.2456652053543849 -9.7590175960106844 -11.183203510942784 -4.3710758261440308 9.3040153140209547 11.457473524450767 -7.0796683426824982 86.932929647557842
6.85242860737102 -8.35008762567179 -9.59960019211265 -24.668266163868683 -5.614931766897989 -5.9415301038350741 -6.6055861567073224 -3.1745396768512597 -12.823409282043304 7.7448494805860522 12.85266499963082 -2.9763192051041596 85.903141816437468
7.9479508251121045 -7.0172826150044054 -13.819465441342658 -27.984993704269804 -11.111901343561515 -5.0431867990737658 -1.5100423002824732 -2.0132838250650873 -18.558482059254025 4.1304785340931947 11.461204138424039 -4.0064400123779054 83.6178403759665
8.8063120207787975 -3.1450943493862189 -14.08875416909218 -28.0317572573983 -8.58118530723283 -4.6136254541657653 0.9559840410870577 2.9300362998695593 -14.040096496326997 5.7791455441696122 7.6752724772831193 -6.1435162901921609 83.160036768853431
8.4504586623052589 -2.1632522373554588 -15.300100970365657 -31.426361942781231 -14.069517190691906 -4.8106479421617321 3.0975273650227875 1.1250329534543437 -15.305494407579475 4.622631606937424 2.8160355526974987 -4.3144973689207724 81.761139718089922
7.0479438549682314 -2.5826108585868925 -15.567898636321472 -29.094603387341746 -10.982752152333514 -3.4567543262958549 5.7586274778560718 -3.6208966457587226 -5.0740156276463946 8.1716712550211987 2.4045579987446475 -5.9575730887967016 83.2156705085837
8.63872898650701 -3.7152519142659375 -15.0487837622462 -27.527033001488849 -14.921369577566239 -4.9083091742272451 4.4361734144291169 -4.3301503473341736 -10.507027130572093 3.3570252637922287 -0.7572860654531971 -0.76460248618199422 82.003896741427525
9.0129046127693417 -3.7232509885660878 -16.425454318805357 -28.333661363237649 -16.856937092516048 -2.876487752403019 4.0835615531818306 -1.0133804560288835 -13.706469560400659 5.9011119944777439 1.9235801150391656 -3.9810884700896536 81.803228142052
8.5617590807877733 -6.7583381537120957 -16.874572615400123 -25.867348337394262 -13.907996521105082 -2.7917735395639913 3.2339695814095126 -3.005688817979252 -9.3119354144063315 6.5929982798813827 3.2510119173974417 -4.7941196090235882 82.681456623099081
8.05995236818183 -7.8269879463956116 -18.122069601808736 -24.818884019745191 -10.867854747298031 -2.0941332352119577 -2.1337675637645828 -3.217781548635128 -7.1695202744476783 6.0885102534271907 6.56960395856931 -4.49330355025256 81.633616782872977
7.7306964872007944 -9.920697144888571 -15.113422589637066 -23.940487694945155 -11.186720039592846 -3.5584368366681112 -2.3340011020873144 -5.0229097412437547 -8.2263980877188665 11.049148928378113 9.7864226873284359 -6.9895142211111621 82.614664711183508
7.3213066912872629 -10.644619067941509 -14.470695163229475 -20.983049651313735 -13.127204860378681 -6.2923737979306216 -4.1940777407826113 -6.1850963902085478 -5.9922983641501437 8.60688411393726 8.5807253946365361 -7.186194843910739 83.640000732642264
7.2478277317660673 -13.723630596191818 -12.45041836191101 -16.589597399841114 -13.195036200141047 -7.8334452359399984 -5.7279364182096373 -6.7436144065521146 -2.0460026375102034 3.5648530968567278 13.205022600226934 -2.5449208227302047 84.2670661440711
7.807551064433 -14.223569339996335 -15.116829524315396 -10.306935300892571 -11.698607787048969 -14.909972006896981 -6.0948583548696353 -4.32383083924755 2.646606261372507 3.0333995311357094 9.27589872055258 -1.9951899966257438 83.88393464621808
9.1562005686479555 -13.469838886751386 -14.742408258194143 -2.161989089163963 -9.7035358866648682 -22.834763150625378 -11.027302359730182 -9.2558314264786716 4.2881528537470528 3.2032954394372721 5.7321800401054741 -1.2302740968804298 81.023468447935443
8.1494178846727969 -11.788264041570466 -12.041603661007246 1.7095240527536857 -9.0403953858091963 -21.216590058439873 -14.049628195888028 -10.446026821143784 7.9980274030550547 7.2149644214920245 0.30949921670597524 -9.4681356273794979 78.650552102644056
7.1085175485661942 -14.371997067494492 -12.237621911511811 0.039036808962519182 -15.42463015482989 -19.19192780757178 -8.2520142002814438 -11.306344180221878 3.7696007856465692 1.2467099582679229 4.0270665461887214 -14.231872421809449 82.062487417179881
5.6756237935914591 -15.075025899526866 -6.3356978636869989 -1.7782826237304421 -13.023161944023323 -18.484422472504416 -10.037703780548375 -10.69650054629675 0.44312142690630796 1.2645989463230198 7.3064055255929823 -12.562254618654661 83.9819018995981
6.4139874658646008 -15.114092722371662 -4.2785008940789409 -1.9900061949517855 -15.475590472860835 -16.327477698995455 -13.884652556206262 -12.924766035777909 2.0634111549530765 -3.4495462075651586 5.9168723355119939 -16.8471054378029 83.515636524180422
6.9617887557521714 -13.523293596300833 -2.9815541840934463 -0.23941653423207357 -8.867696101148784 -20.769002651971583 -12.595626314419189 -9.9249607010916883 -5.0704686402644805 1.2500053117114973 5.84122682191145 -15.484122138213962 79.0271353067961
2.1301676504467792 -9.1353270834615472 -2.6649848535210374 -9.4183592935863132 -5.0176674861762622 -13.04194354490475 -7.9401457343597182 -10.817478207277757 0.96912139100100125 0.16288957954672575 -3.3652534479149083 -7.308161280262703 74.55374285594182
-4.2803834099609 -5.9612609048824892 1.8051877669084679 -12.306239220401464 -6.4267388953696258 -10.577349413433225 3.6140492641376523 -7.3361050743363823 -1.1536557194758468 4.5674415561118415 4.5066675917539341 -7.9552309041349405 75.28264882873421
-7.1216200721905105 -4.6578822304592773 3.6087164539453731 -15.74230125683725 -10.679424039038274 -15.174325084429599 -5.5302889972346145 -2.4161941269316065 6.5781958297615715 4.8033606222023293 5.995218083641058 -3.7569762816564358 75.6757295221571
3.0621169238671424 -1.3035308602159512 6.843476236172128 -6.2221800020407771 7.1557494228728373 -6.81765089298847 -6.895537290976228 -15.519447873718732 -13.437328168287021 -4.1089939026894085 13.925496648991802 -2.7149207552924168 79.802295535677189
11.028233094157562 -7.6710064412794132 -10.361055009867394 1.8769543857134883 -5.9824681271194189 -21.507987298166434 -10.964407993294019 -14.16792675787519 -3.2331960421592729 -5.9600331240889677 -0.63441197023464824 -12.801657805562249 76.421076160112676
6.8378699138333952 -13.588519296644993 -5.8994898385359988 -5.3908344911547923 -17.347802312876926 -26.787948804735422 -6.7975950779723764 3.4308176317595982 1.1312121939721327 -9.0967727177976432 5.5368269818140812 -6.0784887481220968 79.516320672283442
3.6408560833187869 -14.971924800467722 2.7718500331592648 -1.3728481898576803 -20.148977536427008 -21.703199304432875 0.94353120647767985 8.9387953696722366 -4.1786025898420984 -16.396160708626752 4.2469753546169411 -9.8842814239073675 81.172683693668048
1.1809338958446196 -15.069850523309926 -0.15028233340801977 -3.7300900835260733 -23.667890079375031 -19.418593714482142 -0.20774413387612992 4.285896668027573 -3.3322348830528838 -10.602112983184671 8.40915967267653 -5.5946611969218987 81.401930210312244
4.7355119682729159 -13.353654074118662 -2.048674371949629 -3.3250149100037842 -26.044880928419822 -21.792940998096828 5.4470044807363385 0.13516686651185181 -2.5988972451003933 -11.7644645806134 2.274994416017456 -8.8682564090708436 81.720774090826936
5.4569771595692771 -9.3294010275373527 -2.1576466829840641 -6.6621495272213016 -24.707976970679169 -23.501396286551316 5.1177369201528036 0.8029723086655427 -4.1628915885439071 -5.6357484134896394 3.6328242446621815 -9.028033515366257 82.8590515950394
4.5018545291069074 -8.48395052463373 0.64315346702892651 -7.94612440683221 -23.397239564898339 -23.594612708596415 1.4748556787068505 -0.47635332504366612 -2.1637338877589323 -6.3632279219580079 5.9883939709739016 -7.5376672546291994 83.683845883373408
3.4025301404309478 -8.9560778052713079 1.7520467039037522 -6.8283832499131583 -22.293008357617154 -25.101870014032023 1.4422405813271071 -0.709245052083777 -4.1962118688907237 -8.37138010124192 7.1725230760721219 -5.9447011233148883 85.225884658331367
5.0178232618793377 -8.6387809452593185 0.59659371371039682 -2.2348558964179013 -22.945680247644223 -26.415515064028043 0.92026674224495109 -1.5396997561107189 -3.92369162431336 -8.81640523372213 12.386601091864717 -6.2121612586064554 85.261526411208408
-2.3619808966914912 -5.2050194735599256 0.57650935565806793 -1.5595766133797881 -23.973010502771828 -25.3067235215061 -3.7845576128068119 -0.53046945341684892 -9.9935000721002964 -3.8590334285147283 9.25451542798648 -2.4310922648313547 87.985125246114436
2.2005536793527436 -10.463198006831046 7.1000280356719294 -2.1154688629034135 -27.371698613624481 -21.101186222285751 -5.5116058481452681 -4.0358203244916719 -5.648926991523461 -13.553288763870873 19.056375773534583 -6.2840495856323724 85.067347702840365
1.5380049693932669 -10.849320388879088 9.5310734143250038 1.1230711206389521 -25.610905053335696 -18.302608400426621 -8.549264805564 -6.4758975212395367 -5.5601562712073767 -13.853789433968871 18.38952196535033 -5.0121158022496326 85.038743023050628
1.8386171406729175 -9.6427050649061172 11.383686076886308 4.9446953680785821 -22.691226150317746 -21.3599098187597 -11.030090242390331 -2.5134937817986707 -7.1995373018819668 -16.334748447893908 15.807400639584698 -6.9206388908176759 81.834260849468663
